Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition,var9
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,100,Approve in Full,""
LAS,McCarran International,Westjet Airlines Ltd,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
LAS,McCarran International,Air France,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,105,Settle,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Outdoor Items,37.04,Settle,""
LAS,McCarran International,Jet Blue,Property Damage,Checked Baggage,Computer & Accessories,1380.25,Settle,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAS,McCarran International,Westjet Airlines Ltd,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Cameras,99.33,Settle,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checkpoint,Personal Accessories,75,Settle,""
LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,11.85,Approve in Full,""
LAS,McCarran International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Allegiant Air,Property Damage,Checkpoint,Personal Accessories,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Currency; Jewelry & Watches; Other,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny,""
LAS,McCarran International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Household Items,0,Deny,""
LAS,McCarran International,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Toys & Games,293.59,Settle,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,0,Deny,""
LAS,McCarran International,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Allegiant Air,Property Damage,Checked Baggage,Home Decor,0,Deny,""
LAS,McCarran International,USAir,Property Damage,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,0,Deny,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,70.63,Settle,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Allegiant Air,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Crafting & Hobby,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Personal Accessories,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny,""
LAS,McCarran International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
LAS,McCarran International,UAL,Passenger Property Loss,Checkpoint,Currency,0,Deny,""
LAS,McCarran International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Westjet Airlines Ltd,Property Damage,Checkpoint,Personal Accessories,299.95,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
LAS,McCarran International,Westjet Airlines Ltd,Property Damage,Checkpoint,Personal Accessories,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
LAS,McCarran International,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Currency,0,Deny,""
LAS,McCarran International,Frontier Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories; Hunting & Fishing Items,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,0,Deny,""
LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAS,McCarran International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAS,McCarran International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Frontier Airlines,Property Damage,Checked Baggage,Home Decor,265,Approve in Full,""
LAS,McCarran International,Allegiant Air,Property Damage,Checked Baggage,Audio/Video; Computer & Accessories,0,Deny,""
LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,90.25,Settle,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,54.38,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Home Decor,0,Deny,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checkpoint,Baggage/Cases/Purses,260,Approve in Full,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,8.4,Approve in Full,""
LAS,McCarran International,Virgin Atlantic,Property Damage,Checked Baggage,Home Decor; Other,0,Deny,""
LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories; Personal Accessories,0,Deny,""
LAS,McCarran International,Virgin Atlantic,Property Damage,Checked Baggage,Musical Instruments & Accessories,424.55,Settle,""
LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checkpoint,Currency,0,Deny,""
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Books,0,Deny,""
LAS,McCarran International,UAL,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,UAL,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,0,Deny,""
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories; Personal Electronics; Personal Navigation,0,Deny,""
LAS,McCarran International,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,UAL,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Clothing,235.8,Settle,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,15.96,Approve in Full,""
LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,107.94,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,214,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Medical/Science,0,Deny,""
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches; Jewelry & Watches; Personal Electronics,0,Deny,""
LAS,McCarran International,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Food & Drink; Household Items,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
LAS,McCarran International,American Airlines,Property Damage,Checkpoint,Computer & Accessories,280,Approve in Full,""
LAS,McCarran International,Alaska Airlines,Property Damage,Checked Baggage,Hunting & Fishing Items,112,Settle,""
LAS,McCarran International,Westjet Airlines Ltd,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Hawaiian Airlines,Property Damage,Checked Baggage,Clothing; Medical/Science; Toys & Games,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Household Items,0,Deny,""
LAS,McCarran International,Frontier Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Clothing; Computer & Accessories,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
LAS,McCarran International,British Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,108,Settle,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,199.99,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checkpoint,Currency,0,Deny,""
LAS,McCarran International,USAir,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Cameras,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,British Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAS,McCarran International,USAir,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,211.42,Settle,""
LAS,McCarran International,American Airlines,Property Damage,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,237.97,Approve in Full,""
LAS,McCarran International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Books,25,Settle,""
LAS,McCarran International,Westjet Airlines Ltd,Passenger Property Loss,Checked Baggage,Clothing,56.55,Approve in Full,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,UAL,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny,""
LAS,McCarran International,Air Canada,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny,""
LAS,McCarran International,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,139.99,Approve in Full,""
LAS,McCarran International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny,""
LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,17.05,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAS,McCarran International,Air Canada,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Clothing; Jewelry & Watches,0,Deny,""
LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Clothing; Other,0,Deny,""
LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,50,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Clothing; Clothing,65,Settle,""
LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing,50,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Clothing; Clothing; Clothing; Cosmetics & Grooming,126,Approve in Full,""
LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Clothing; Clothing,92,Settle,""
LAX,Los Angeles International Airport,British Airways,Property Damage,Checkpoint,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
LAX,Los Angeles International Airport,Korean Airlines,Property Damage,Checked Baggage,Household Items,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Medical/Science,143,Settle,""
LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,41.4,Approve in Full,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,19,Approve in Full,""
LAX,Los Angeles International Airport,Allegiant Air,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,276.25,Settle,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other; Toys & Games,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Property Damage,Checked Baggage,Toys & Games,25,Approve in Full,""
LAX,Los Angeles International Airport,Qantas Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,503,Settle,""
LAX,Los Angeles International Airport,Asiana Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,16.34,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Etihad Airways,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Food & Drink; Other; Other; Other,325,Settle,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Household Items,48,Approve in Full,""
LAX,Los Angeles International Airport,USAir,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches; Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,181.34,Approve in Full,""
LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Clothing; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Westjet Airlines Ltd,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Property Damage,Checkpoint,Clothing,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Other,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,USAir,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,87.48,Approve in Full,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Property Damage,Checkpoint,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Baggage/Cases/Purses,65,Approve in Full,""
LAX,Los Angeles International Airport,Westjet Airlines Ltd,Property Damage,Checked Baggage,Clothing; Clothing; Computer & Accessories; Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Aero Mexico,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,83.14,Approve in Full,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Other; Personal Accessories,132.5,Approve in Full,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras,0,Deny,""
LAX,Los Angeles International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Clothing; Food & Drink; Home Decor; Home Decor,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,74.65,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,400,Settle,""
LAX,Los Angeles International Airport,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,817,Approve in Full,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Food & Drink,25,Approve in Full,""
LAX,Los Angeles International Airport,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,1351.6,Settle,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checkpoint,Personal Electronics,300,Settle,""
LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,V Australia,Passenger Property Loss,Checkpoint,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,52.5,Approve in Full,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,46.03,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Food & Drink,40,Approve in Full,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,990,Settle,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Other,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Cameras,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,60,Settle,""
LAX,Los Angeles International Airport,UAL,Personal Injury,Checkpoint,Other,0,Deny,""
LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Personal Accessories,200,Settle,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies,0,Deny,""
LAX,Los Angeles International Airport,China Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,321.91,Approve in Full,""
LAX,Los Angeles International Airport,Qantas Airlines,Passenger Property Loss,Checkpoint,Travel Accessories,359.99,Approve in Full,""
LAX,Los Angeles International Airport,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,20,Approve in Full,""
LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,200,Settle,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,60,Settle,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Personal Electronics,80,Settle,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,500,Settle,""
LAX,Los Angeles International Airport,Aero Flot,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Audio/Video,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Complaint,Checkpoint,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,China Southern Airlines,Property Damage,Checkpoint,Other,150,Approve in Full,""
LAX,Los Angeles International Airport,All Nippon Airways,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Transaero Airlines,Passenger Property Loss,Checkpoint,Currency,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Clothing,70,Settle,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny,""
