date,time,st,F_scale,Injuries,Fatalities,Loss,Length,Width,Day,Hour,F0,Fatal_Tornado
1993-09-13,19:40:00,TX,0,0,0,4,2,100,2,19,1,No
1993-09-13,19:18:00,TX,0,0,0,4,0.1,10,2,19,1,No
1993-09-13,18:25:00,MO,0,0,0,3,0.6,50,2,18,1,No
1993-09-13,18:06:00,MO,0,0,0,3,0.4,40,2,18,1,No
1993-09-13,17:45:00,MO,0,0,0,4,2,43,2,17,1,No
1993-09-13,17:07:00,MO,0,0,0,3,0.3,30,2,17,1,No
1993-09-13,16:45:00,OK,1,0,0,4,25,73,2,16,0,No
1993-09-13,16:31:00,MO,1,0,0,5,12,60,2,16,0,No
1993-09-13,16:27:00,MO,0,0,0,3,0.3,30,2,16,1,No
1993-09-13,16:08:00,MO,1,0,0,5,8,73,2,16,0,No
1993-09-13,15:28:00,OK,0,0,0,3,1.5,30,2,15,1,No
1993-09-13,13:30:00,OK,0,0,0,0,0.1,23,2,13,1,No
1993-09-13,13:00:00,TX,1,0,0,5,6,100,2,13,0,No
1993-09-13,10:10:00,TX,0,0,0,0,0.1,10,2,10,1,No
1993-09-13,10:00:00,TX,1,1,0,5,0.5,100,2,10,0,No
1993-09-13,09:45:00,TX,0,0,0,0,0.1,10,2,9,1,No
1993-09-13,08:23:00,TX,1,0,0,5,13,100,2,8,0,No
1993-09-13,08:00:00,TX,1,0,0,5,6,80,2,8,0,No
1993-09-13,07:37:00,TX,2,5,0,6,2,100,2,7,0,No
1993-09-13,07:10:00,TX,2,0,0,6,8,100,2,7,0,No
1993-09-13,06:40:00,WI,1,0,0,3,0.3,30,2,6,0,No
1993-09-13,06:10:00,TX,1,2,0,7,13,150,2,6,0,No
1993-09-13,05:50:00,WI,1,0,0,5,0.3,50,2,5,0,No
1993-09-14,13:45:00,AR,2,0,0,5,5,73,3,13,0,No
1993-09-18,20:12:00,KS,1,0,0,4,16,20,7,20,0,No
1993-09-18,19:38:00,KS,0,0,0,0,15,20,7,19,1,No
1993-09-18,18:14:00,OK,0,0,0,4,0.5,100,7,18,1,No
1993-09-19,18:00:00,OK,0,0,0,3,0.1,30,1,18,1,No
1993-09-20,16:00:00,IL,0,0,0,0,0.2,20,2,16,1,No
1993-09-20,15:30:00,TX,0,0,0,0,0.1,10,2,15,1,No
1993-09-21,15:20:00,KS,0,0,0,3,0.3,30,3,15,1,No
1993-09-21,14:40:00,KS,0,0,0,0,0.3,23,3,14,1,No
1993-09-21,13:35:00,KS,0,0,0,0,0.2,23,3,13,1,No
1993-09-21,12:50:00,KS,0,0,0,3,0.5,30,3,12,1,No
1993-09-21,12:40:00,KS,0,0,0,0,0.3,30,3,12,1,No
1993-09-21,11:45:00,KS,0,0,0,0,0.3,30,3,11,1,No
1993-09-22,16:50:00,MO,2,0,0,6,12,120,4,16,0,No
1993-09-23,12:30:00,NY,0,0,0,4,2,23,5,12,1,No
1993-09-27,19:20:00,NC,1,0,0,6,2,20,2,19,0,No
1993-09-27,12:50:00,PA,1,0,0,6,2.5,100,2,12,0,No
1993-09-27,12:15:00,PA,1,0,0,6,3,200,2,12,0,No
1993-09-27,12:15:00,MD,1,2,0,3,8,23,2,12,0,No
1993-09-27,12:00:00,DE,1,0,0,4,7,50,2,12,0,No
1993-09-27,11:55:00,MD,1,0,0,4,6,30,2,11,0,No
1993-09-27,11:35:00,DE,2,0,0,4,10,100,2,11,0,No
1993-09-27,11:33:00,VA,0,0,0,2,0.2,13,2,11,1,No
1993-09-27,10:42:00,MD,1,0,0,2,0.2,50,2,10,0,No
1993-09-27,09:58:00,VA,2,2,0,5,3,100,2,9,0,No
1993-09-27,09:00:00,VA,1,0,0,5,0.5,100,2,9,0,No
1993-09-29,06:00:00,FL,0,0,0,0,0.5,20,4,6,1,No
1993-10-08,19:35:00,AR,2,0,0,5,1.5,100,6,19,0,No
1993-10-08,19:30:00,AR,0,0,0,3,0.1,20,6,19,1,No
1993-10-08,19:05:00,AR,1,0,0,4,0.5,50,6,19,0,No
1993-10-08,19:00:00,AR,0,0,0,3,0.2,20,6,19,1,No
1993-10-08,18:36:00,OK,0,0,0,0,0.1,30,6,18,1,No
1993-10-08,18:00:00,MO,2,0,0,5,7,220,6,18,0,No
1993-10-08,17:30:00,MO,1,0,0,3,4,180,6,17,0,No
1993-10-08,17:20:00,MO,1,0,0,2,0.1,120,6,17,0,No
1993-10-08,17:03:00,MO,2,0,0,5,7,200,6,17,0,No
1993-10-08,16:51:00,MO,2,0,0,6,6,220,6,16,0,No
1993-10-08,16:45:00,OK,0,0,0,0,2.5,73,6,16,1,No
1993-10-08,15:45:00,NE,1,0,0,0,2,100,6,15,0,No
1993-10-12,21:45:00,TX,2,12,0,6,2,800,3,21,0,No
1993-10-12,18:35:00,TX,1,0,0,5,0.1,10,3,18,0,No
1993-10-12,17:45:00,TX,1,0,0,5,2,73,3,17,0,No
1993-10-12,17:12:00,TX,1,0,0,0,7,40,3,17,0,No
1993-10-12,14:20:00,TX,0,0,0,0,0.1,13,3,14,1,No
1993-10-16,15:20:00,FL,0,0,0,2,0.1,10,7,15,1,No
1993-10-16,13:16:00,FL,0,0,0,4,5,60,7,13,1,No
1993-10-17,23:00:00,TX,0,0,0,0,0.1,10,1,23,1,No
1993-10-17,22:20:00,TX,0,0,0,0,0.1,10,1,22,1,No
1993-10-17,19:50:00,TX,0,0,0,3,0.5,500,1,19,1,No
1993-10-17,19:25:00,TX,1,0,0,4,0.5,500,1,19,0,No
1993-10-18,22:15:00,AR,1,0,0,4,4,200,2,22,0,No
1993-10-18,21:20:00,TX,0,0,0,0,0.1,10,2,21,1,No
1993-10-18,19:00:00,TX,0,0,0,0,0.1,10,2,19,1,No
1993-10-18,18:40:00,TX,0,0,0,0,0.1,10,2,18,1,No
1993-10-18,17:43:00,TX,1,0,0,4,5,100,2,17,0,No
1993-10-18,17:40:00,TX,2,0,0,5,10,100,2,17,0,No
1993-10-18,17:20:00,TX,1,0,0,0,1,100,2,17,0,No
1993-10-18,17:15:00,TX,2,0,1,5,2,100,2,17,0,Yes
1993-10-18,17:10:00,TX,0,0,0,3,0.1,10,2,17,1,No
1993-10-18,07:25:00,TX,0,0,0,0,0.1,10,2,7,1,No
1993-10-19,22:00:00,TX,0,0,0,0,0.1,10,3,22,1,No
1993-10-19,19:37:00,TX,1,4,0,5,1.5,50,3,19,0,No
1993-10-19,19:32:00,TX,1,0,0,4,0.5,30,3,19,0,No
1993-10-19,19:15:00,TX,0,0,0,0,0.1,10,3,19,1,No
1993-10-20,02:25:00,TX,1,0,0,5,7,100,4,2,0,No
1993-10-29,13:30:00,FL,0,0,0,4,0.1,10,6,13,1,No
1993-10-29,13:00:00,LA,0,0,0,0,0.1,13,6,13,1,No
1993-10-30,20:22:00,FL,0,0,0,0,0.5,40,7,20,1,No
1993-10-30,17:30:00,FL,0,0,0,4,0.5,40,7,17,1,No
1993-10-30,09:48:00,FL,0,0,0,2,0.1,10,7,9,1,No
1993-10-30,09:19:00,FL,0,0,0,2,0.1,10,7,9,1,No
1993-10-30,09:08:00,FL,0,0,0,2,0.1,10,7,9,1,No
1993-10-30,09:05:00,FL,0,0,0,5,0.1,10,7,9,1,No
1993-10-30,08:30:00,FL,1,1,0,6,1.2,70,7,8,0,No
1993-10-30,08:16:00,FL,0,0,0,0,0.1,10,7,8,1,No
1993-10-30,07:55:00,FL,1,0,0,6,1,60,7,7,0,No
1993-10-30,07:50:00,FL,0,0,0,0,0.1,10,7,7,1,No
1993-10-30,07:39:00,FL,0,0,0,0,0.1,10,7,7,1,No
1993-10-30,07:20:00,FL,0,0,0,2,0.1,10,7,7,1,No
1993-10-30,02:30:00,GA,2,27,3,7,5,750,7,2,0,Yes
1993-10-30,02:25:00,FL,0,0,0,0,0.1,10,7,2,1,No
1993-10-30,00:51:00,FL,1,1,0,5,1,60,7,0,0,No
1993-11-05,17:45:00,UT,0,0,0,0,0.1,10,6,17,1,No
1993-11-11,13:30:00,CA,0,2,0,4,0.1,10,5,13,1,No
1993-11-13,16:50:00,AR,2,11,0,7,20,100,7,16,0,No
1993-11-13,16:39:00,AR,2,0,0,5,1,50,7,16,0,No
1993-11-13,15:48:00,OK,0,0,0,3,0.2,40,7,15,1,No
1993-11-13,12:30:00,AR,0,0,0,3,0.2,20,7,12,1,No
1993-11-14,10:30:00,MO,0,0,0,5,1.5,40,1,10,1,No
1993-11-14,10:15:00,MO,0,0,0,4,0.4,23,1,10,1,No
1993-11-14,07:31:00,KY,1,0,0,5,0.2,20,1,7,0,No
1993-11-16,22:30:00,MS,1,3,0,4,5,100,3,22,0,No
1993-11-16,12:19:00,TX,1,0,0,4,0.2,100,3,12,0,No
1993-11-16,11:47:00,TX,0,0,0,2,0.2,50,3,11,1,No
1993-11-16,11:30:00,TX,0,0,0,0,0.5,100,3,11,1,No
1993-11-16,10:35:00,TX,0,0,0,0,2,100,3,10,1,No
1993-11-16,10:27:00,TX,0,0,0,0,1,100,3,10,1,No
1993-11-16,09:49:00,TX,1,26,0,6,2,100,3,9,0,No
1993-11-16,09:20:00,TX,0,0,0,0,0.3,100,3,9,1,No
1993-11-16,07:10:00,TX,0,0,0,2,0.1,10,3,7,1,No
1993-11-17,14:45:00,OH,0,0,0,4,0.1,30,4,14,1,No
1993-12-04,08:30:00,MS,0,0,0,4,3,73,7,8,1,No
1993-12-04,07:21:00,MS,0,0,0,0,2,50,7,7,1,No
1993-12-04,06:30:00,MS,0,0,0,4,2,50,7,6,1,No
1993-12-04,03:15:00,LA,1,3,0,5,20.5,40,7,3,0,No
1993-12-08,18:00:00,OR,2,0,0,6,6,120,4,18,0,No
1993-12-13,15:55:00,LA,1,1,0,5,1.2,23,2,15,0,No
1994-01-01,12:30:00,AL,0,0,0,0,0.2,10,7,12,1,No
1994-01-03,15:30:00,FL,0,0,0,4,0.1,10,2,15,1,No
1994-01-03,15:09:00,FL,0,0,0,4,2,10,2,15,1,No
1994-01-03,15:08:00,FL,0,0,0,3,0.1,10,2,15,1,No
1994-01-03,15:05:00,FL,0,0,0,3,0.1,10,2,15,1,No
1994-01-03,12:45:00,FL,0,0,0,3,1,13,2,12,1,No
1994-01-03,12:45:00,FL,1,1,0,5,0.5,13,2,12,0,No
1994-01-17,10:30:00,LA,0,0,0,3,0.5,23,2,10,1,No
1994-01-27,18:46:00,MS,1,0,0,6,2,100,5,18,0,No
1994-01-27,18:07:00,MS,1,0,0,5,4,100,5,18,0,No
1994-01-27,17:55:00,MS,0,0,0,4,1,50,5,17,1,No
1994-01-27,17:40:00,MS,2,7,0,5,6,40,5,17,0,No
1994-01-28,07:55:00,NC,0,0,0,0,0.1,10,6,7,1,No
1994-02-07,22:15:00,CA,0,0,0,5,9,73,2,22,1,No
1994-02-07,19:45:00,CA,0,0,0,4,0.1,10,2,19,1,No
1994-02-08,15:18:00,AZ,0,0,0,4,1,20,3,15,1,No
1994-02-10,16:28:00,CA,2,2,0,6,0.3,20,5,16,0,No
1994-02-13,12:34:00,OR,0,0,0,2,0.1,13,1,12,1,No
1994-02-19,15:26:00,TX,2,0,0,0,0.1,10,7,15,0,No
1994-02-21,15:01:00,TX,0,0,0,0,0.5,13,2,15,1,No
1994-02-23,04:39:00,TX,1,5,0,5,1,10,4,4,0,No
1994-02-23,04:27:00,TX,0,0,0,3,0.1,10,4,4,1,No
1994-03-01,10:50:00,MS,0,0,0,3,1,50,3,10,1,No
1994-03-02,13:30:00,FL,0,0,0,2,0.1,10,4,13,1,No
1994-03-02,13:15:00,FL,0,0,0,4,0.4,13,4,13,1,No
1994-03-02,11:23:00,FL,0,2,0,4,2.5,50,4,11,1,No
1994-03-02,08:08:00,FL,0,0,0,5,15,20,4,8,1,No
1994-03-02,03:31:00,FL,1,0,0,6,0.5,40,4,3,0,No
1994-03-05,16:45:00,CA,0,0,0,0,0.1,30,7,16,1,No
1994-03-06,21:40:00,OK,0,0,0,0,0.1,30,1,21,1,No
1994-03-07,15:30:00,AZ,0,0,0,4,0.1,10,2,15,1,No
1994-03-07,14:28:00,AZ,0,0,0,3,0.2,10,2,14,1,No
1994-03-09,17:55:00,AL,2,0,0,5,3,100,4,17,0,No
1994-03-09,11:03:00,MS,1,0,0,4,3,60,4,11,0,No
1994-03-09,10:20:00,MS,0,0,0,3,2,50,4,10,1,No
1994-03-09,08:55:00,LA,1,0,0,4,0.3,30,4,8,0,No
1994-03-09,07:00:00,LA,1,0,0,3,0.5,30,4,7,0,No
1994-03-10,21:30:00,CA,0,0,0,5,0.2,30,5,21,1,No
1994-03-22,18:40:00,OR,0,0,0,2,0.1,10,3,18,1,No
1994-03-24,22:15:00,GA,0,0,0,3,0.5,50,5,22,1,No
1994-03-24,19:40:00,CA,0,0,0,2,0.1,10,5,19,1,No
1994-03-24,19:00:00,GA,1,5,0,5,21,50,5,19,0,No
1994-03-24,18:50:00,GA,0,2,0,4,6,50,5,18,1,No
1994-03-24,18:25:00,GA,1,5,0,5,1.5,50,5,18,0,No
1994-03-24,18:04:00,AL,1,0,0,5,12,100,5,18,0,No
1994-03-24,08:40:00,MS,0,0,0,2,0.2,23,5,8,1,No
1994-03-24,08:20:00,MS,0,0,0,2,0.5,50,5,8,1,No
1994-03-26,13:55:00,TX,0,0,0,0,0.1,10,7,13,1,No
1994-03-27,23:50:00,SC,0,0,0,3,0.1,30,1,23,1,No
1994-03-27,19:10:00,GA,0,0,0,4,1.2,150,1,19,1,No
1994-03-27,18:35:00,GA,1,0,0,4,2,220,1,18,0,No
1994-03-27,18:00:00,NC,0,0,0,5,0.1,10,1,18,1,No
1994-03-27,17:40:00,NC,0,0,0,6,0.1,10,1,17,1,No
1994-03-27,17:31:00,AL,2,53,0,6,12,300,1,17,0,No
1994-03-27,17:30:00,NC,3,1,0,5,18,200,1,17,0,No
1994-03-27,17:27:00,SC,3,1,0,5,0.5,30,1,17,0,No
1994-03-27,17:27:00,SC,3,2,0,7,18.5,200,1,17,0,No
1994-03-27,17:04:00,GA,1,0,0,5,9.3,110,1,17,0,No
1994-03-27,17:01:00,GA,3,30,0,6,21,880,1,17,0,No
1994-03-27,16:02:00,AL,1,0,0,4,2,100,1,16,0,No
1994-03-27,15:40:00,SC,1,0,0,3,18,50,1,15,0,No
1994-03-27,15:30:00,SC,1,4,0,5,33,100,1,15,0,No
1994-03-27,15:17:00,NC,2,13,0,6,20.5,100,1,15,0,No
1994-03-27,14:55:00,SC,2,0,0,5,25,100,1,14,0,No
1994-03-27,14:55:00,SC,2,13,0,6,45.4,100,1,14,0,No
1994-03-27,14:12:00,SC,3,12,0,6,20,1760,1,14,0,No
1994-03-27,14:04:00,GA,3,25,0,5,8,1760,1,14,0,No
1994-03-27,14:04:00,GA,3,37,0,6,28,1760,1,14,0,No
1994-03-27,13:42:00,GA,0,0,0,3,4,220,1,13,1,No
1994-03-27,13:35:00,GA,2,0,0,5,2,440,1,13,0,No
1994-03-27,13:23:00,GA,3,15,3,6,23,1320,1,13,0,Yes
1994-03-27,13:01:00,GA,3,70,9,7,40,2613,1,13,0,Yes
1994-03-27,12:30:00,GA,0,0,0,4,2.5,220,1,12,1,No
1994-03-27,12:17:00,GA,3,45,3,7,44,2613,1,12,0,Yes
1994-03-27,12:15:00,GA,1,0,0,5,1,40,1,12,0,No
1994-03-27,11:57:00,AL,0,1,0,5,2.5,150,1,11,1,No
1994-03-27,11:55:00,GA,0,0,0,3,0.7,23,1,11,1,No
1994-03-27,11:55:00,GA,0,1,0,4,1.5,50,1,11,1,No
1994-03-27,11:32:00,AL,3,20,0,6,23,700,1,11,0,No
1994-03-27,11:14:00,GA,4,20,3,7,49,1760,1,11,0,Yes
1994-03-27,11:02:00,AL,2,30,0,6,6,400,1,11,0,No
1994-03-27,10:55:00,AL,4,150,22,7,50,880,1,10,0,Yes
1994-03-27,01:05:00,TX,0,0,0,2,0.5,30,1,1,1,No
1994-03-28,18:28:00,ID,0,0,0,0,0.1,13,2,18,1,No
1994-03-28,14:00:00,NC,0,0,0,4,4,30,2,14,1,No
1994-03-28,12:15:00,NC,0,0,0,3,0.5,30,2,12,1,No
1994-04-02,19:42:00,OK,2,0,0,4,0.3,73,7,19,0,No
1994-04-02,19:09:00,OK,0,0,0,0,0.1,20,7,19,1,No
1994-04-02,18:58:00,OK,0,0,0,0,0.1,20,7,18,1,No
1994-04-05,20:30:00,AL,1,0,0,5,8,100,3,20,0,No
1994-04-06,21:05:00,WA,0,0,0,3,0.1,20,4,21,1,No
1994-04-06,15:45:00,WA,0,0,0,4,0.5,30,4,15,1,No
1994-04-07,09:15:00,FL,0,0,0,0,0.1,10,5,9,1,No
1994-04-09,22:10:00,MO,0,0,0,2,0.2,50,7,22,1,No
1994-04-09,18:50:00,KS,0,0,0,0,0.3,10,7,18,1,No
1994-04-09,17:25:00,KS,0,0,0,0,0.1,23,7,17,1,No
1994-04-09,16:52:00,KS,2,0,0,4,0.8,200,7,16,0,No
1994-04-09,16:41:00,KS,0,0,0,0,1,100,7,16,1,No
1994-04-09,16:24:00,KS,0,0,0,0,0.5,100,7,16,1,No
1994-04-09,15:25:00,KS,2,8,0,4,25,1700,7,15,0,No
1994-04-10,16:40:00,OK,1,3,0,5,1.5,100,1,16,0,No
1994-04-10,16:02:00,OK,1,0,0,5,0.5,73,1,16,0,No
1994-04-10,14:35:00,OK,0,0,0,0,0.1,30,1,14,1,No
1994-04-10,00:35:00,MO,1,0,0,5,2,100,1,0,0,No
1994-04-11,21:30:00,AR,2,0,0,6,2,43,2,21,0,No
1994-04-11,19:00:00,AR,0,0,0,4,0.2,150,2,19,1,No
1994-04-11,18:20:00,AR,0,0,0,0,0.1,10,2,18,1,No
1994-04-11,17:15:00,MO,1,0,1,4,2.8,50,2,17,0,Yes
1994-04-12,18:20:00,MS,2,16,2,6,2,100,3,18,0,Yes
1994-04-12,16:05:00,MS,1,1,0,5,0.5,40,3,16,0,No
1994-04-13,16:35:00,NJ,1,0,0,6,2.5,150,4,16,0,No
1994-04-13,15:30:00,PA,1,0,0,4,0.1,17,4,15,0,No
1994-04-13,13:07:00,VA,0,0,0,3,0.5,30,4,13,1,No
1994-04-14,22:21:00,IA,1,0,0,5,1.5,30,5,22,0,No
1994-04-14,19:48:00,IA,3,0,0,5,14,130,5,19,0,No
1994-04-15,23:11:00,SC,2,4,1,6,3,73,6,23,0,Yes
1994-04-15,18:50:00,TX,0,0,0,1,0.1,10,6,18,1,No
1994-04-15,17:24:00,AL,0,0,0,5,0.5,50,6,17,1,No
1994-04-15,16:10:00,MS,0,0,0,0,0.5,40,6,16,1,No
1994-04-15,15:56:00,TX,2,20,1,4,5,300,6,15,0,Yes
1994-04-15,15:55:00,TX,0,0,0,4,1,100,6,15,1,No
1994-04-15,11:37:00,TX,0,0,0,3,0.1,10,6,11,1,No
1994-04-15,10:45:00,OH,0,0,0,4,0.1,20,6,10,1,No
1994-04-15,10:30:00,KY,0,0,0,5,1,50,6,10,1,No
1994-04-15,10:30:00,TN,3,9,1,6,15,880,6,10,0,Yes
1994-04-15,10:29:00,KY,0,0,0,5,1,50,6,10,1,No
1994-04-15,10:15:00,OH,1,0,0,5,0.2,30,6,10,0,No
1994-04-15,10:08:00,MO,0,0,0,0,1,30,6,10,1,No
1994-04-15,09:40:00,MO,0,0,0,2,0.3,20,6,9,1,No
1994-04-15,09:15:00,KY,1,0,0,5,0.1,30,6,9,0,No
1994-04-15,08:45:00,KY,0,0,0,4,0.1,50,6,8,1,No
1994-04-15,08:45:00,KY,0,0,0,5,2,50,6,8,1,No
1994-04-15,08:35:00,IN,0,0,0,3,0.1,20,6,8,1,No
1994-04-15,07:55:00,IN,1,0,0,3,0.2,80,6,7,0,No
1994-04-15,07:52:00,IN,0,0,0,0,0.1,20,6,7,1,No
1994-04-15,07:04:00,IN,1,0,0,4,0.2,30,6,7,0,No
1994-04-15,06:46:00,IN,1,3,0,4,0.3,30,6,6,0,No
1994-04-15,06:36:00,IN,1,2,0,5,0.5,100,6,6,0,No
1994-04-15,05:22:00,IL,1,0,0,5,2.5,60,6,5,0,No
1994-04-15,05:15:00,MO,0,0,0,4,0.3,23,6,5,1,No
1994-04-15,04:15:00,IL,0,0,0,5,2.5,40,6,4,1,No
1994-04-15,04:12:00,MO,1,0,0,6,2.3,100,6,4,0,No
1994-04-15,04:05:00,MO,0,0,0,4,2,50,6,4,1,No
1994-04-15,03:52:00,MO,0,0,0,5,4,50,6,3,1,No
1994-04-15,03:25:00,MO,0,0,0,5,2.3,30,6,3,1,No
1994-04-15,02:45:00,MO,0,0,0,4,0.4,20,6,2,1,No
1994-04-15,02:25:00,MO,1,0,0,5,25,70,6,2,0,No
1994-04-15,01:30:00,MO,1,0,0,5,7,100,6,1,0,No
1994-04-16,06:30:00,PA,1,0,0,5,0.3,33,7,6,0,No
1994-04-16,05:45:00,PA,1,0,0,4,0.5,10,7,5,0,No
1994-04-18,13:00:00,FL,0,0,0,0,0.1,10,2,13,1,No
1994-04-20,14:30:00,FL,0,0,0,3,0.1,10,4,14,1,No
1994-04-21,15:10:00,FL,0,0,0,0,0.1,10,5,15,1,No
1994-04-21,14:10:00,FL,0,0,0,4,7,10,5,14,1,No
1994-04-22,18:06:00,SD,0,0,0,3,0.1,10,6,18,1,No
1994-04-22,16:45:00,FL,0,0,0,5,0.1,10,6,16,1,No
1994-04-22,11:53:00,TX,0,0,0,0,0.1,10,6,11,1,No
1994-04-24,17:30:00,MT,2,0,0,4,1,300,1,17,0,No
1994-04-24,17:15:00,MT,2,0,0,5,1.5,100,1,17,0,No
1994-04-24,15:35:00,WI,1,0,0,4,0.5,50,1,15,0,No
1994-04-24,15:25:00,WI,0,0,0,0,0.1,23,1,15,1,No
1994-04-25,22:10:00,CA,0,0,0,0,0.1,20,2,22,1,No
1994-04-25,20:58:00,TX,0,0,0,0,0.1,10,2,20,1,No
1994-04-25,20:58:00,TX,0,0,0,0,0.1,10,2,20,1,No
1994-04-25,20:30:00,TX,4,48,3,8,6,800,2,20,0,Yes
1994-04-25,20:00:00,TX,2,7,0,7,2,400,2,20,0,No
1994-04-25,19:50:00,TX,0,0,0,4,0.1,10,2,19,1,No
1994-04-25,19:00:00,MN,0,0,0,0,0.1,10,2,19,1,No
1994-04-25,18:42:00,TX,0,0,0,0,0.1,10,2,18,1,No
1994-04-25,18:40:00,OK,0,0,0,0,0.1,10,2,18,1,No
1994-04-25,18:35:00,OK,1,0,0,0,2,30,2,18,0,No
1994-04-25,18:15:00,MN,0,0,0,0,0.1,10,2,18,1,No
1994-04-25,18:01:00,IA,1,0,0,5,7,40,2,18,0,No
1994-04-25,17:58:00,OK,1,0,0,4,4.7,220,2,17,0,No
1994-04-25,17:15:00,SD,0,0,0,0,0.1,10,2,17,1,No
1994-04-25,17:10:00,SD,0,0,0,0,0.1,10,2,17,1,No
1994-04-25,17:10:00,SD,0,0,0,5,0.1,10,2,17,1,No
1994-04-25,16:56:00,CO,0,0,0,0,0.1,20,2,16,1,No
1994-04-25,16:45:00,NE,0,0,0,0,1.5,23,2,16,1,No
1994-04-25,16:45:00,NE,1,1,0,5,7,200,2,16,0,No
1994-04-25,16:38:00,SD,0,0,0,3,0.1,10,2,16,1,No
1994-04-25,16:35:00,NE,0,0,0,0,0.1,23,2,16,1,No
1994-04-25,16:00:00,NE,0,0,0,0,0.1,50,2,16,1,No
1994-04-25,15:45:00,NE,0,0,0,0,0.1,50,2,15,1,No
1994-04-25,15:35:00,NE,1,0,0,5,3,23,2,15,0,No
1994-04-25,15:18:00,CO,0,0,0,0,0.1,10,2,15,1,No
1994-04-25,14:19:00,CO,0,0,0,0,0.1,10,2,14,1,No
1994-04-25,14:03:00,CO,0,0,0,0,0.1,10,2,14,1,No
1994-04-25,13:50:00,CA,0,0,0,4,0.7,30,2,13,1,No
1994-04-26,23:10:00,IN,1,0,0,4,0.2,40,3,23,0,No
1994-04-26,23:10:00,IL,0,0,0,4,0.1,20,3,23,1,No
1994-04-26,22:58:00,IN,4,70,3,6,14,100,3,22,0,Yes
1994-04-26,22:45:00,IL,0,0,0,0,0.3,50,3,22,1,No
1994-04-26,22:30:00,IL,2,3,0,5,6,50,3,22,0,No
1994-04-26,20:45:00,IN,2,0,0,5,20,440,3,20,0,No
1994-04-26,20:45:00,IN,0,0,0,0,0.1,30,3,20,1,No
1994-04-26,20:45:00,IL,1,0,0,4,1,20,3,20,0,No
1994-04-26,20:43:00,TX,1,0,0,5,0.1,10,3,20,0,No
1994-04-26,20:40:00,IL,0,0,0,4,3,20,3,20,1,No
1994-04-26,20:40:00,IL,1,0,0,4,1,20,3,20,0,No
1994-04-26,20:40:00,IL,1,0,0,4,2,20,3,20,0,No
1994-04-26,20:35:00,MO,0,0,0,3,0.3,30,3,20,1,No
1994-04-26,20:31:00,IL,1,0,0,6,3,130,3,20,0,No
1994-04-26,20:30:00,IL,0,0,0,0,1,100,3,20,1,No
1994-04-26,19:50:00,TX,0,0,0,4,0.1,10,3,19,1,No
1994-04-26,19:40:00,IN,1,0,0,4,1,20,3,19,0,No
1994-04-26,19:35:00,TX,0,0,0,0,0.1,10,3,19,1,No
1994-04-26,19:30:00,TX,0,0,0,0,0.1,10,3,19,1,No
1994-04-26,19:20:00,MO,0,0,0,0,0.6,20,3,19,1,No
1994-04-26,18:50:00,MS,0,0,0,2,0.2,10,3,18,1,No
1994-04-26,18:45:00,MO,1,0,0,4,1,50,3,18,0,No
1994-04-26,18:25:00,TX,0,0,0,0,0.1,10,3,18,1,No
1994-04-26,18:25:00,MS,0,0,0,2,0.5,23,3,18,1,No
1994-04-26,18:22:00,MO,1,0,0,4,2.5,50,3,18,0,No
1994-04-26,18:20:00,TX,0,0,0,4,0.1,10,3,18,1,No
1994-04-26,18:20:00,TX,0,0,0,0,0.1,10,3,18,1,No
1994-04-26,18:06:00,TX,0,0,0,0,0.1,10,3,18,1,No
1994-04-26,18:05:00,MS,0,0,0,2,1,50,3,18,1,No
1994-04-26,18:00:00,TX,2,0,0,5,6,100,3,18,0,No
1994-04-26,18:00:00,TX,0,0,0,0,0.1,10,3,18,1,No
1994-04-26,17:55:00,MO,0,0,0,0,2,50,3,17,1,No
1994-04-26,17:50:00,MO,1,0,0,4,0.5,33,3,17,0,No
1994-04-26,17:35:00,OK,0,0,0,3,1.5,40,3,17,1,No
1994-04-26,17:20:00,TX,2,1,0,5,1,100,3,17,0,No
1994-04-26,17:18:00,OK,1,0,0,5,8.5,40,3,17,0,No
1994-04-26,17:05:00,TX,0,0,0,0,0.1,10,3,17,1,No
1994-04-26,17:03:00,MS,0,0,0,3,3,50,3,17,1,No
1994-04-26,16:15:00,TX,0,0,0,0,0.1,10,3,16,1,No
1994-04-26,16:11:00,TX,0,0,0,0,0.1,10,3,16,1,No
1994-04-26,15:52:00,TX,0,0,0,0,0.1,10,3,15,1,No
1994-04-26,15:40:00,TX,0,0,0,0,0.1,10,3,15,1,No
1994-04-26,15:30:00,TX,0,0,0,0,0.1,10,3,15,1,No
1994-04-26,15:30:00,AZ,0,0,0,0,3,20,3,15,1,No
1994-04-26,15:20:00,OK,1,0,0,4,6,50,3,15,0,No
1994-04-26,15:10:00,FL,0,0,0,6,0.1,10,3,15,1,No
1994-04-26,15:10:00,TX,0,0,0,4,4,100,3,15,1,No
1994-04-26,15:05:00,TX,0,0,0,3,0.1,10,3,15,1,No
1994-04-26,15:02:00,OK,1,0,0,3,12,80,3,15,0,No
1994-04-26,14:55:00,WI,1,0,0,4,4.5,150,3,14,0,No
1994-04-26,14:50:00,TX,0,0,0,5,1,100,3,14,1,No
1994-04-26,14:46:00,OK,1,0,0,2,3,73,3,14,0,No
1994-04-26,14:45:00,TX,2,8,0,7,16,200,3,14,0,No
1994-04-26,14:37:00,TX,0,0,0,0,0.1,10,3,14,1,No
