Response_id,Age,Education,Marital_Statu,Generation,Employment_Status,Hours_Worked,Money_Motivate,Student,Credit_Hours,Hours_Study,Exercise,Hours_Exercise,Hours_Eat_Drink,Sleep,Leisure,Phone,Blood,Life_Expectation,Energy,Children_Finance,Money_EatingOut,Smartphone_Purchase,Facebook,Instagram,SnapChat,Twitter,YouTube,LinkedIn,WhatsApp,TikTok,Pinterest,BeReal,Hours_SocialMedia,Politics
1403082,24,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,15,15,Yes,3,2,8,4,2,Yes,...better.,Very important,Worse off,30,Yes,1,1,1,1,1,1,1,1,1,1,2,Not much impact
1403085,46,Some College,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),35,Somewhat,Yes,10,10,Yes,10,2,9,4,2,No,...better.,Very important,Worse off,20,Yes,1,0,0,0,0,0,0,0,0,0,2,More
1403086,51,Some College,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),24,Somewhat,Yes,3,12,No,"",4,8,2,1,No,...better.,Somewhat important,Worse off,200,Yes,1,1,0,1,0,0,0,1,0,0,1,More
1403088,39,Bachelor's Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,5,10,No,"",2,6,1,2,No,...better.,Not too important,Better off,10,No,0,0,0,0,1,0,0,0,1,0,0,More
1403091,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Somewhat,No,"","",Yes,12,2,6,5,2,No,...better.,Extremely important,Worse off,20,No,0,1,1,0,1,0,0,0,0,0,3,More
1403092,42,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),36,Somewhat,Yes,4,12,Yes,3,2,8,1,2,Yes,...better.,Somewhat important,About the same,50,Yes,1,1,0,0,1,1,0,1,1,0,1,More
1403094,62,Graduate or Professional Degree,Never been married,Baby Boomers (Born 1946-1964),Employed Part-Time (not self-employed),5,Somewhat,No,"","",Yes,3,1,8,5,2,Yes,...about the same.,Very important,Worse off,40,Yes,1,1,0,1,0,1,1,0,0,0,1,More
1403095,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),19,Somewhat,Yes,15,20,Yes,6,2,7,2,3,No,...better.,Very important,Worse off,24,Yes,0,1,0,1,1,0,0,1,1,0,2,More
1403096,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,11,33,No,"",1.5,8,4,3,No,...better.,Very important,Worse off,0,Yes,0,0,0,0,1,1,0,0,0,0,2,Not much impact
1403097,28,Some College,Never been married,Millennials (Born 1981-1995),Unemployed...seeking employment,"","",Yes,13,50,No,"",2,7,3,1,No,...better.,Not too important,Worse off,50,Yes,0,1,0,0,1,1,0,0,0,1,2,More
1403098,21,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),45,Sole motivating factor,Yes,18,10,No,"",2,5,7,3,Yes,...about the same.,Somewhat important,Worse off,0,Yes,1,0,1,0,0,0,0,1,0,0,3,More
1403099,56,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,10,3,6,3,3,No,...better.,Very important,Better off,200,Yes,1,0,0,0,1,0,0,0,1,0,1,More
1403100,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Somewhat,Yes,12,5,No,"",12,6,4,4,Yes,...better.,Somewhat important,About the same,2,Yes,0,1,1,0,1,0,0,1,0,1,4,More
1403105,51,Graduate or Professional Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,Yes,3,3,Yes,2,2,8,2,3,No,...better.,Somewhat important,Worse off,60,Yes,0,0,0,0,1,1,1,0,0,0,1,More
1403108,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"",Somewhat,Yes,15,6,Yes,3,1,8,3,2,No,...better.,Somewhat important,Better off,2,No,0,1,1,0,1,0,0,1,1,0,2,More
1403112,22,Some College,Married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),45,Somewhat,Yes,7,5,Yes,6,2,8,2,1,No,...better.,Very important,Worse off,3,Yes,1,1,1,0,1,0,0,1,0,0,1,Not much impact
1403115,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,13,5,No,"",3,8,6,6,No,...better.,Somewhat important,Worse off,2,Yes,1,1,1,1,1,0,0,1,1,1,5,More
1403116,54,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),22,Somewhat,No,"","",Yes,4,2,6,2,2,No,...about the same.,Very important,About the same,20,Yes,1,0,0,0,1,1,0,0,1,0,2,More
1403117,47,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1.5,8,3.5,2,Yes,...about the same.,Somewhat important,Worse off,200,Yes,1,1,0,0,1,0,0,0,1,0,0.5,More
1403118,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Somewhat,Yes,5,10,No,"",5,8,4,6,No,...better.,Somewhat important,Worse off,10,Yes,1,1,1,1,1,0,0,1,0,0,5,More
1403123,29,Some College,Never been married,Millennials (Born 1981-1995),Self-Employed,1,Somewhat,Yes,6,4,Yes,9,3,8,10,6,No,...better.,Not at all important,Better off,34,Yes,1,1,1,0,1,0,1,0,0,0,6,More
1403137,21,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,50,Sole motivating factor,Yes,20,10,No,"",1,8,1,2,No,...better.,Not too important,Worse off,150,Yes,0,1,1,0,1,0,0,0,0,0,1,Not much impact
1403145,54,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1,8,3,1,No,...about the same.,Very important,Worse off,75,Yes,0,0,0,0,1,0,0,0,0,0,1,More
1403148,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",No,"","",No,"",1,5,3,2,No,...better.,Very important,Better off,0,Yes,0,1,0,0,1,0,0,0,0,0,2,More
1403149,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",No,"","",No,"",1,5,3,2,No,...better.,Very important,Better off,0,Yes,0,1,0,0,1,0,0,0,0,0,2,More
1403150,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),8,Sole motivating factor,Yes,17,14,Yes,5,2,8,1,1,No,...better.,Somewhat important,Worse off,30,No,1,1,1,1,1,1,0,1,1,1,2,More
1403151,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,15,7,No,"",1,7,3,5,No,...better.,Somewhat important,Worse off,20,No,1,0,1,0,1,0,0,0,0,0,1.5,More
1403152,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,15,7,No,"",1,7,3,5,No,...better.,Somewhat important,Worse off,20,No,1,0,1,0,1,0,0,0,0,0,1.5,More
1403155,40,Some College,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,Yes,10,12,Yes,5,1,7,2,1,No,...better.,Extremely important,About the same,20,Yes,1,0,0,0,1,0,0,0,0,0,1,More
1403158,66,Graduate or Professional Degree,Divorced/Separated,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,4,2,7,2,0,No,...better.,Extremely important,Worse off,50,No,0,0,0,0,1,0,0,0,0,0,1,More
1403159,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,13,5,Yes,1,2,9,4,3,No,...better.,Not too important,Worse off,60,Yes,0,1,1,1,1,0,0,1,0,1,3,More
1403163,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,12,5,Yes,6,3,12,3,8,No,...better.,Extremely important,Worse off,50,Yes,0,1,1,1,1,0,0,1,1,0,5,More
1403164,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,14,2,No,"",1.5,8,6,6,No,...better.,Somewhat important,About the same,30,Yes,0,1,0,1,1,0,0,0,0,0,8,More
1403165,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,14,2,No,"",1.5,8,6,6,No,...better.,Somewhat important,About the same,30,Yes,0,1,0,1,1,0,0,0,0,0,8,More
1403168,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,17.5,Yes,8.05,2.5,6.5,6,5,No,...about the same.,Very important,About the same,5,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1403169,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,17.5,Yes,8.05,2.5,6.5,6,5,No,...about the same.,Very important,About the same,5,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1403170,41,Bachelor's Degree,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),45,Somewhat,Yes,4,10,Yes,2,3,6,4,4,No,...better.,Extremely important,Worse off,0,Yes,1,1,0,0,1,1,0,0,1,0,3,More
1403171,41,Bachelor's Degree,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),45,Somewhat,Yes,4,10,Yes,2,3,6,4,4,No,...better.,Extremely important,Worse off,0,Yes,1,1,0,0,1,1,0,0,1,0,3,More
1403172,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,15,Yes,1.5,3,8,3,2,No,...better.,Not too important,About the same,12,No,0,0,1,0,1,0,0,0,0,0,1,More
1403173,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),45,Not at all,Yes,14,24,Yes,7,2,7,5,4,No,...better.,Not at all important,About the same,100,Yes,0,1,0,1,1,0,1,0,0,0,4,More
1403174,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),45,Not at all,Yes,14,24,Yes,7,2,7,5,4,No,...better.,Not at all important,About the same,100,Yes,0,1,0,1,1,0,1,0,0,0,4,More
1403175,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,12,12,Yes,4,3,5,2,2,No,...better.,Somewhat important,About the same,50,Yes,1,1,1,1,0,0,1,1,1,1,1,Not much impact
1403176,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,12,12,Yes,4,3,5,2,2,No,...better.,Somewhat important,About the same,50,Yes,1,1,1,1,0,0,1,1,1,1,1,Not much impact
1403181,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Sole motivating factor,Yes,15,0,Yes,10,0.5,7,5,5,No,...better.,Somewhat important,About the same,150,Yes,1,1,1,0,1,0,0,1,0,0,2,More
1403189,53,Some College,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),48,Somewhat,Yes,12,30,Yes,4,1,6,1,2,No,...better.,Very important,About the same,45,Yes,1,1,1,0,1,0,0,0,0,0,1,More
1403193,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,1,No,"",2.5,8,4,4,No,...better.,Somewhat important,Worse off,50,No,0,1,0,0,1,0,0,1,0,0,2,More
1403194,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,1,No,"",2.5,8,4,4,No,...better.,Somewhat important,Worse off,50,No,0,1,0,0,1,0,0,1,0,0,2,More
1403195,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,19,1,No,"",2.5,8,4,4,No,...better.,Somewhat important,Worse off,50,No,0,1,0,0,1,0,0,1,0,0,2,More
1403201,32,Some College,Married,Millennials (Born 1981-1995),Retired,"","",Yes,13,80,Yes,5,2,9,0,0,Yes,...better.,Very important,Better off,0,Yes,0,0,0,0,0,0,0,0,1,0,0,More
1403202,44,Some College,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),37.5,Sole motivating factor,Yes,6,8,Yes,3,1,6,2,3,No,...about the same.,Extremely important,Worse off,30,Yes,1,1,0,0,0,1,0,0,1,0,1,More
1403204,30,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",2,6,4,5,No,...worse.,Somewhat important,Worse off,40,No,1,1,0,1,1,1,0,0,0,0,4,Not much impact
1403206,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,25,No,"",10,8,5,2,No,...better.,Very important,About the same,0,Yes,0,1,1,0,1,0,0,0,1,0,0,Less
1403210,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),3,Not at all,Yes,18,6,No,"",4,6,8,2,No,...about the same.,Extremely important,About the same,0,Yes,1,1,1,1,1,0,0,1,1,0,3,More
1403211,150,Graduate or Professional Degree,Widowed,Greatest Generation (Born 1901-1927),Unemployed...not seeking employment,"","",Yes,23,1,Yes,60,1,4,24,0,No,...about the same.,Not at all important,Worse off,8000,No,0,1,1,1,1,0,1,1,1,1,0,Less
1403212,150,Graduate or Professional Degree,Widowed,Greatest Generation (Born 1901-1927),Unemployed...not seeking employment,"","",Yes,23,1,Yes,60,1,4,24,0,No,...about the same.,Not at all important,Worse off,8000,No,0,1,1,1,1,0,1,1,1,1,0,Less
1403213,38,High School Diploma,Divorced/Separated,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,14,4,Yes,1,0,8,2,4,No,...better.,Somewhat important,Better off,0,Yes,1,0,0,0,0,0,0,0,0,0,2,More
1403216,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,15,35,No,"",1.5,7,4,4,Yes,...better.,Not too important,Worse off,15,Yes,0,0,0,0,1,0,0,0,0,0,3,More
1403217,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,15,35,No,"",1.5,7,4,4,Yes,...better.,Not too important,Worse off,15,Yes,0,0,0,0,1,0,0,0,0,0,3,More
1403218,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),24,Sole motivating factor,Yes,14,3,No,"",2,11,8,6,No,...better.,Not at all important,Worse off,200,Yes,0,1,0,1,0,0,0,1,0,0,6,More
1403219,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),24,Sole motivating factor,Yes,14,3,No,"",2,11,8,6,No,...better.,Not at all important,Worse off,200,Yes,0,1,0,1,0,0,0,1,0,0,6,More
1403222,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,16,15,No,"",1,6,3,4,No,...better.,Very important,Worse off,40,Yes,1,1,1,0,1,0,0,1,0,0,2,More
1403223,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Sole motivating factor,Yes,13,12,Yes,6,1,8,5,3,No,...better.,Not too important,Worse off,30,Yes,1,1,1,1,1,0,0,1,0,1,2,More
1403232,29,Some College,Never been married,Millennials (Born 1981-1995),Self-Employed,52,Not at all,Yes,15,21,Yes,4,2,6,8,1,No,...better.,Very important,Worse off,0,Yes,0,0,1,0,1,0,0,0,1,0,1,More
1403233,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,10,Yes,4,2,7.5,2,1,No,...better.,Somewhat important,About the same,50,Yes,0,1,1,1,1,1,1,0,0,0,1,More
1403234,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,21,3,Yes,8,3,12,8,6,No,...better.,Somewhat important,Worse off,50,Yes,1,1,1,1,1,0,0,0,0,0,0.5,Less
1403235,40,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),30,Sole motivating factor,Yes,4,6,No,"",1,8,2,2,No,...better.,Somewhat important,About the same,20,Yes,0,1,0,0,0,0,0,0,0,0,2.5,More
1403236,40,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),30,Sole motivating factor,Yes,4,6,No,"",1,8,2,2,No,...better.,Somewhat important,About the same,20,Yes,0,1,0,0,0,0,0,0,0,0,2.5,More
1403237,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Somewhat,Yes,16,10,Yes,2,1,7,5,4,No,...better.,Very important,About the same,11,Yes,0,0,0,0,1,0,1,0,1,0,1,More
1403239,32,Some College,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),65,Sole motivating factor,Yes,3,8,Yes,9,2,3,3,3,No,...worse.,Extremely important,Worse off,500,Yes,1,1,1,1,1,1,1,1,1,1,3,More
1403246,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),"",Sole motivating factor,Yes,16,2,Yes,10,2,6,5,9,Yes,...better.,Not at all important,Worse off,40,Yes,0,1,1,1,1,1,0,1,0,1,7,More
1403247,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),"",Sole motivating factor,Yes,16,2,Yes,10,2,6,5,9,Yes,...better.,Not at all important,Worse off,40,Yes,0,1,1,1,1,1,0,1,0,1,7,More
1403250,40,Some College,Never been married,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,6,5,Yes,2,2,7,5,5,No,...better.,Very important,Better off,1,No,1,1,0,1,1,1,0,1,1,0,4,More
1403252,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),22,Sole motivating factor,Yes,16,16,Yes,2,1.5,7,3,1,No,...about the same.,Somewhat important,About the same,80,Yes,0,1,1,0,1,0,0,1,1,0,1,More
1403261,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,40,50,Yes,12,10,6,3,4,No,...better.,Extremely important,About the same,20,No,1,1,1,0,1,0,1,0,1,0,4,More
1403262,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,40,50,Yes,12,10,6,3,4,No,...better.,Extremely important,About the same,20,No,1,1,1,0,1,0,1,0,1,0,4,More
1403265,44,Some College,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),12,Somewhat,Yes,13,15,Yes,6,2,6,2,1,No,...better.,Very important,Worse off,70,No,1,1,0,0,1,0,0,1,1,0,1,More
1403276,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,12,100,No,"",3,7,0,0,No,...better.,Somewhat important,Better off,0,No,0,0,0,0,1,0,0,0,0,0,0,More
1403292,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),27,Sole motivating factor,Yes,15,1,No,"",2,7,3,3,No,...better.,Somewhat important,Better off,200,Yes,0,1,1,0,1,0,0,1,0,0,3,Not much impact
1403334,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),32,Sole motivating factor,Yes,15,3,Yes,20,3,5,6,5,No,...better.,Extremely important,Better off,0,Yes,1,1,1,0,0,0,0,0,0,0,4,More
1403335,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),32,Sole motivating factor,Yes,15,3,Yes,20,3,5,6,5,No,...better.,Extremely important,Better off,0,Yes,1,1,1,0,0,0,0,0,0,0,4,More
1403336,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),32,Sole motivating factor,Yes,15,3,Yes,20,3,5,6,5,No,...better.,Extremely important,Better off,0,Yes,1,1,1,0,0,0,0,0,0,0,4,More
1403337,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),32,Sole motivating factor,Yes,15,3,Yes,20,3,5,6,5,No,...better.,Extremely important,Better off,0,Yes,1,1,1,0,0,0,0,0,0,0,4,More
1403357,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,13,10,Yes,9,2,7,2,7,No,...better.,Somewhat important,Worse off,0,Yes,1,1,1,0,0,0,0,0,0,0,2,More
1403412,48,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,No,"","",No,"",2,8,3,3,No,...better.,Very important,About the same,180,Yes,1,1,0,0,0,1,0,0,0,0,1,More
1403413,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,12,3.5,No,"",2,6,10,5,No,...better.,Very important,Worse off,20,Yes,0,1,1,1,1,0,0,1,1,0,4,More
1403482,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,15,3,No,"",2,9,3,2,No,...worse.,Somewhat important,Worse off,20,Yes,0,1,1,0,1,0,0,0,0,0,2,More
1403487,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,17,6,No,"",4,7,4,2,No,...worse.,Very important,Worse off,17,Yes,0,1,1,1,1,0,1,0,0,0,2,More
1403493,57,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1.5,8,5,2,No,...better.,Very important,Worse off,100,Yes,0,0,1,0,1,1,0,0,0,0,0.5,More
1403494,57,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",1.5,8,5,2,No,...better.,Very important,Worse off,100,Yes,0,0,1,0,1,1,0,0,0,0,0.5,More
1403521,62,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,8,1.5,7,4,1,No,...about the same.,Somewhat important,Worse off,500,Yes,1,1,0,1,1,1,0,0,0,0,1,More
1403538,64,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",Yes,22,0,7,2,0,No,...better.,Extremely important,Better off,25,Yes,0,0,0,1,1,0,0,0,0,0,0,More
1403539,64,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",Yes,22,0,7,2,0,No,...better.,Extremely important,Better off,25,Yes,0,0,0,1,1,0,0,0,0,0,0,More
1403553,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,13,15,Yes,5,2,10,2,3,No,...better.,Somewhat important,Better off,10,No,0,1,1,1,1,1,1,1,1,0,2,More
1403554,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,13,15,Yes,5,2,10,2,3,No,...better.,Somewhat important,Better off,10,No,0,1,1,1,1,1,1,1,1,0,2,More
1403555,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,13,15,Yes,5,2,10,2,3,No,...better.,Somewhat important,Better off,10,No,0,1,1,1,1,1,1,1,1,0,2,More
1403556,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,5,Yes,4,2,9,5,5,No,...better.,Very important,Worse off,100,Yes,0,1,1,0,0,0,0,1,1,0,5,More
1403557,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,5,Yes,4,2,9,5,5,No,...better.,Very important,Worse off,100,Yes,0,1,1,0,0,0,0,1,1,0,5,More
1403571,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),3,Not at all,Yes,16,4,Yes,3,2.5,7,1,1,No,...better.,Somewhat important,About the same,0,No,0,0,0,0,1,0,0,0,1,0,1,More
1403575,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,12,0,No,"",1,8,14,15,No,...about the same.,Somewhat important,Worse off,0,No,0,1,0,1,1,0,0,1,0,0,13,More
1403576,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Somewhat,Yes,12,0,No,"",1,8,14,15,No,...about the same.,Somewhat important,Worse off,0,No,0,1,0,1,1,0,0,1,0,0,13,More
1403579,56,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),44,Somewhat,No,"","",No,"",2,7,2,1,No,...better.,Somewhat important,About the same,200,Yes,1,1,0,0,1,0,0,0,0,0,1,More
1403584,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,16,5,Yes,2,6,6,8,9,No,...better.,Very important,Better off,7,Yes,0,1,1,1,0,0,0,1,0,1,6,More
1403586,54,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),45,Somewhat,No,"","",Yes,2.5,2,7.5,10,2.5,No,...about the same.,Not too important,Worse off,200,No,1,1,0,0,1,1,0,0,0,0,2,More
1403588,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403589,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403590,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403591,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403592,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403593,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403594,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403595,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403597,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403598,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403599,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
